0,1,2
-0.13812808670050805,-0.026263650765087618,-0.05382562636456223
0.010212967875107552,-0.4259725473649034,-0.42234347501574926
0.060881810489290485,-0.6158239650096526,-0.5995982112240201
0.07399871397533209,-0.5962119439316154,-0.5782335434662245
0.10991083259559029,-0.5458695325817209,-0.52341649418774
0.1642273612095115,-0.5696804670016857,-0.5406105837088262
0.21058196504089133,-0.6140898759190282,-0.5837712240670723
0.25421614987281715,-0.6134201481255397,-0.5869232060680434
0.3148588793079644,-0.5947576616017135,-0.572378076995218
0.3885355638806882,-0.6044823876112411,-0.5868488710735563
0.4550896462412573,-0.6253398997040778,-0.613766886404485
0.5070713147903732,-0.6218659115806697,-0.6104255245583029
0.550154705456896,-0.607287057285882,-0.5828574201653078
0.5859540838174193,-0.610473806430182,-0.5659570847805039
0.6109310235353459,-0.6176049676778705,-0.5597403142998636
0.6260532472796563,-0.5978014138805944,-0.5376977311156729
0.6369157398925985,-0.5586737427642251,-0.5000835213875577
0.6484100432588534,-0.5300167601046166,-0.4718771033183303
0.6631916168372537,-0.5120152236524746,-0.4568540090554705
0.6793000545208147,-0.48229670975702704,-0.4339190443169377
0.6892152798656791,-0.44076988737599454,-0.39510817219401545
0.6898359868912243,-0.40711103661696796,-0.35280319664677856
0.6905278913888926,-0.38100921282991373,-0.3110148921701917
0.699429946736374,-0.34170292283373055,-0.26072554843210966
0.7067070006631713,-0.2848858293542487,-0.20432789620724395
0.6974265871850489,-0.22808492225561616,-0.15644349836737437
0.6753263983575122,-0.179274936086129,-0.1180920366427029
0.6535129875484649,-0.12899781726329043,-0.07545054076949437
0.6282818186995466,-0.07548558559406165,-0.027029191907145034
0.5888905097539207,-0.03081110064783732,0.012517917835623171
0.5474125419766066,0.0023487135268967507,0.03989073454062719
0.5240174095240686,0.036709044997428025,0.07060435362366006
0.5049744541459896,0.07808125502722771,0.11265500952160383
0.459373132447567,0.1177329829649666,0.155334114966996
0.4008936063999651,0.1518143301843799,0.1927895102346628
0.37377579509854286,0.1890189993954149,0.23733468059017848
0.35443179756729226,0.2338869714770922,0.29762310177092827
0.2351497090936065,0.28080688812343485,0.361554300543293
-0.03594502444211559,0.3292618609587185,0.4136464275396098
-0.3467999187477484,0.38610033121554543,0.45446244566928284
-0.5291264446102188,0.4467431831627139,0.4903051934323299
-0.5522137746389089,0.4932440919836747,0.5174629608967769
-0.5334404183516175,0.5190992617332653,0.53070697408152
-0.5652071180245568,0.5382369700776533,0.5366018976948865
-0.6180066454200116,0.5607984699218154,0.5445611552022622
-0.6328882155016108,0.5782392005548422,0.5529920766824241
-0.6244491421716474,0.5833410377531466,0.5566689969653699
-0.6402125702083094,0.5868839900900551,0.5599725094437069
-0.6758101645500414,0.5997366550963864,0.5702385902398381
-0.6930600103403972,0.6135089780646535,0.5844100982259228
-0.6909279024153525,0.6155671594098456,0.5942360698485245
-0.7007192094443719,0.6113339721597608,0.5989585967707988
-0.7264831176056002,0.6143290085373128,0.6013780005492423
-0.7410497016565541,0.6229030380169734,0.597259085250415
-0.7349531243110421,0.6239860164860107,0.5811324716587514
-0.7251235216682193,0.6135868071018928,0.5579803966638314
-0.7161546456335,0.5973290493793249,0.5366785899143727
-0.6928323214338822,0.5757367517118619,0.5158052222061835
-0.6548304380658759,0.5453182868309985,0.4886920173510346
-0.6234095268073847,0.5111145131379573,0.45866337922689665
-0.6060685087648761,0.4824211354577044,0.4344322459279096
-0.5846994907182674,0.45739022625525144,0.4118101652506988
-0.5473736168547686,0.4260070261239045,0.37576701141860813
-0.5043631280080761,0.38680157135836335,0.32283006442616213
-0.4626053946080722,0.3463078132759996,0.2671341423597996
-0.4104416434472177,0.30343669612737717,0.22005141830722108
-0.3415725865354849,0.25043074176682656,0.1768120176112249
-0.2721854962358718,0.19026365864858977,0.12932055620101937
-0.21832957764715252,0.1368385121087754,0.08065195738545497
-0.1732625263407268,0.09439223882100278,0.038549128948418304
-0.12276420681703887,0.052004362998535225,0.002846550156482719
-0.06898318660828623,0.0036336227797327536,-0.03220829097144817
-0.023427206963952146,-0.04149981811595288,-0.06866979772988963
0.013334522007712207,-0.0761269986338246,-0.10534674233578871
0.05038566596198432,-0.10863927322310628,-0.14376910834896217
0.09235359227543091,-0.14939978742741247,-0.18758067675255619
0.13903408546752735,-0.19474381099616325,-0.23824078377955837
0.19307485879737746,-0.23649039567912528,-0.2948376448341451
0.25689648691031036,-0.2787505923733917,-0.35472436687876824
0.32586728034699286,-0.3319507460257467,-0.41140556718609167
