freq,ampl_A,ampl_B,ampl_C
58,0.029526707,0.01824082,0.028103173
59,0.010050338,0.014946513,0.023788057
60,0.026330875,0.005242947,0.04909198
61,0.023184834,0.018226521,0.031409957
62,0.013488031,0.012008879,0.042169854
63,0.0094795935,0.021080066,0.032099333
64,0.016789488,0.02598867,0.02904721
65,0.007871551,0.0331527,0.030376613
66,0.028371153,0.01408184,0.0600125
67,0.06798806,0.03600678,0.081386425
68,0.022876292,0.018180886,0.045953106
69,0.03900331,0.022362845,0.06197098
70,0.0155486185,0.023328317,0.04482354
71,0.026945345,0.037413843,0.035376
72,0.1260812,0.102701426,0.1283433
73,0.026802273,0.029460885,0.055590507
74,0.22892565,0.22879246,0.20483924
75,0.088055894,0.1111523,0.07813215
76,0.14521646,0.1228921,0.16102889
77,0.12943558,0.12658134,0.12952225
78,0.32786417,0.27104396,0.33992523
79,1.1668407,1.1437495,1.0741464
80,0.5032488,0.5068688,0.44186777
81,0.37295747,0.39736477,0.30929926
82,0.48788717,0.4492185,0.49561998
83,0.36899334,0.31303266,0.37982512
84,0.58401287,0.5388998,0.5521118
85,0.25369832,0.25592482,0.20312521
86,0.08008224,0.020981861,0.10192877
87,0.11157343,0.111132614,0.08712828
88,0.086586304,0.076378986,0.07499286
89,0.107387304,0.093558736,0.07509568
90,0.07044858,0.07776121,0.02653975
91,0.02450823,0.036141675,0.03641935
92,0.045380615,0.027338168,0.03732465
93,0.092856936,0.08977747,0.05576397
94,0.06591843,0.08074084,0.039440498
95,0.0488236,0.040083904,0.052945103
96,0.06011598,0.044626005,0.03386906
97,0.07562073,0.06601708,0.055207137
98,0.058532804,0.048867762,0.019948112
99,0.04359479,0.054544866,0.012440098
100,0.033596445,0.036407553,0.022139518
101,0.035883512,0.02504911,0.029317657
102,0.03350862,0.035408843,0.022300243
103,0.045652032,0.043225627,0.020914722
104,0.043724276,0.03145886,0.012352148
105,0.033579715,0.033937834,0.0149820065
106,0.034740947,0.048488464,0.0039166193
107,0.023732264,0.034237668,0.013327262
108,0.03670137,0.03699868,0.005962125
109,0.035777375,0.026045905,0.009655441
110,0.03662072,0.025015984,0.009605543
111,0.036197744,0.022169592,0.005431009
112,0.029924983,0.02384484,0.011158856
113,0.02592677,0.0305986,0.0048888503
114,0.028933788,0.027262956,0.007079945
115,0.03577948,0.018211417,0.008374608
116,0.022985527,0.024757836,0.0077258637
117,0.02913636,0.031735722,0.010222195
118,0.023666006,0.028785136,0.007773172
119,0.033721674,0.027512254,0.013028403
120,0.028506437,0.022982204,0.01106081
121,0.04588625,0.020109525,0.02191484
122,0.045285013,0.021960625,0.022727085
123,0.04771811,0.030432463,0.032493956
124,0.119423516,0.12744689,0.120520234
125,0.4151404,0.42283866,0.39589122
126,0.1185938,0.13376322,0.12591127
127,0.020592237,0.03258257,0.024562685
128,0.010775011,0.031331822,0.016764931
129,0.024837451,0.05100567,0.025497807
130,0.015856605,0.028971396,0.021049008
131,0.022354057,0.02291375,0.013360395
132,0.015185774,0.029196292,0.009068162
133,0.029462103,0.022180764,0.01493331
134,0.027374154,0.026353523,0.006757887
135,0.016036745,0.026223067,0.0035936208
136,0.017906277,0.028663373,0.0060995435
137,0.014940728,0.024681984,0.008114112
138,0.019066423,0.024202107,0.00770699
139,0.022679208,0.022295538,0.009854663
140,0.012236246,0.024567228,0.0052098604
141,0.02464576,0.024703847,0.01169944
142,0.011095112,0.026523326,0.007377772
143,0.021134015,0.021876886,0.0062251315
144,0.017459508,0.017942034,0.0118871555
145,0.019417696,0.021219699,0.010348833
146,0.015755378,0.018269448,0.010448242
147,0.027921267,0.024570048,0.017422123
148,0.02192157,0.02152209,0.012233851
149,0.016962152,0.022174506,0.0076073743
150,0.018443221,0.025841638,0.00746478
151,0.01500747,0.009737597,0.009195187
152,0.029136026,0.028723575,0.020970298
153,0.018495534,0.02345618,0.013755638
154,0.025192443,0.026658969,0.017028453
155,0.025259323,0.027423374,0.017657716
156,0.022487426,0.02210756,0.014054708
157,0.017950475,0.015309935,0.009097313
158,0.018722605,0.02300646,0.018261539
159,0.020969424,0.024778936,0.0149493655
160,0.013512687,0.020760693,0.016831761
161,0.017567066,0.02001177,0.015483517
162,0.015359395,0.012485174,0.008089268
163,0.0098274015,0.023572385,0.021706492
164,0.022799343,0.023346663,0.036234785
165,0.029211273,0.00543252,0.01932052
166,0.04318755,0.017208006,0.012293535
167,0.026611187,0.033272564,0.024545765
168,0.010870869,0.0422479,0.030251456
169,0.07343819,0.06963216,0.046931166
170,0.024602763,0.004426959,0.004245414
171,0.02240852,0.018917648,0.010304496
172,0.025179703,0.014876444,0.009850348
173,0.018392311,0.025542308,0.01352884
174,0.034258876,0.023408068,0.013722483
175,0.01706556,0.026253032,0.016857676
176,0.02824768,0.0234097,0.0068515
177,0.026385615,0.017322855,0.015638657
178,0.021049319,0.017199727,0.015312171
179,0.031326793,0.02350298,0.01227578
180,0.029444175,0.029537827,0.009373785
181,0.022819554,0.017413765,0.015289669
182,0.024659703,0.011002973,0.01887252
183,0.028965129,0.016202953,0.019231897
184,0.027721602,0.017077409,0.017876873
185,0.020947687,0.010805042,0.021858111
186,0.02771858,0.01853386,0.022236316
187,0.031078374,0.026670037,0.020560047
188,0.026319508,0.022700595,0.023698859
189,0.026360383,0.026002372,0.022185951
190,0.02935892,0.017947357,0.02458472
191,0.03207899,0.010031839,0.03118408
192,0.052506395,0.014623646,0.04189798
193,0.0366334,0.03889849,0.031127501
194,0.034980312,0.037384026,0.021796709
195,0.04660465,0.031199977,0.029570267
196,0.0462108,0.02510255,0.033242926
197,0.034826826,0.04849625,0.02823769
198,0.061963137,0.06546734,0.05199126
199,0.050128248,0.023815256,0.040836617
200,0.07899248,0.057815224,0.06579359
201,0.033374563,0.010482102,0.043558568
202,0.111666374,0.11892798,0.098106734
203,0.13941345,0.12519893,0.12745157
204,0.14931448,0.09776624,0.13585533
205,0.6603457,0.73551637,0.6146307
206,1.8744228,1.7903244,1.7916464
207,0.6361407,0.57846427,0.60540086
208,0.20216894,0.16953924,0.18169323
209,0.08214036,0.10611826,0.084242016
210,0.11519569,0.10508096,0.11545106
211,0.03081532,0.083070904,0.022329122
212,0.05948604,0.05755573,0.05960778
213,0.03969294,0.05938217,0.030418988
214,0.014911186,0.040682208,0.018244583
215,0.01301371,0.060129475,0.010885227
216,0.045999333,0.049665075,0.04480565
217,0.009262258,0.03911089,0.008064739
218,0.03742787,0.023869136,0.024605906
219,0.04610938,0.01880293,0.03595294
220,0.05065686,0.06419748,0.047080263
221,0.0263523,0.02418489,0.017259203
222,0.008405873,0.023665864,0.003129775
223,0.019432342,0.02753255,0.020772936
224,0.03586531,0.023357702,0.025361829
225,0.020247515,0.049066514,0.022008145
226,0.02814999,0.023473546,0.014574831
227,0.022923129,0.031979423,0.018765049
228,0.016674839,0.028144352,0.0133540565
229,0.022422804,0.023803744,0.010061302
230,0.015999816,0.021755684,0.012695529
231,0.020619538,0.02893019,0.012848762
232,0.011738944,0.022760859,0.009805577
233,0.017151242,0.016776368,0.014169455
234,0.015521769,0.026025156,0.0031278448
235,0.016232455,0.020601029,0.012211424
236,0.017635614,0.024708144,0.007279802
237,0.013374506,0.020016443,0.00777704
238,0.016268373,0.021218922,0.009111744
239,0.011228473,0.025556391,0.0055700312
240,0.015116526,0.02295645,0.008210959
241,0.01291674,0.027336346,0.0016872741
242,0.011373751,0.023935629,0.0037381502
243,0.015657868,0.025797408,0.008056908
244,0.013488456,0.022393037,0.001769694
245,0.017674403,0.025657156,0.0033794947
246,0.014600467,0.026953617,0.006765523
247,0.015815591,0.024981296,0.003447627
248,0.032231666,0.048130434,0.025885984
249,0.026692301,0.0135052595,0.02687358
250,0.01732294,0.014389661,0.014665079
251,0.019518828,0.014881224,0.015193868
252,0.010697638,0.01626492,0.00458598
253,0.014062835,0.019203875,0.00669511
254,0.015614616,0.018808456,0.008238994
255,0.014916822,0.018061562,0.009126538
256,0.015294666,0.022240989,0.0032829223
257,0.013434351,0.028436024,0.008363336
258,0.015032956,0.01992999,0.008957685
259,0.02022408,0.021439234,0.0038068446
260,0.015903864,0.020872477,0.00676477
261,0.017797781,0.019818142,0.0040727984
262,0.02176548,0.023535812,0.0021409215
263,0.014718575,0.019233787,0.006402471
264,0.015257235,0.02552265,0.008590371
265,0.018537547,0.021609223,0.0030508821
266,0.019775167,0.022037549,0.004574514
267,0.01506153,0.022722268,0.006821876
268,0.015038273,0.018610336,0.008408434
269,0.015012653,0.023253933,0.0027370215
270,0.017679205,0.022812441,0.0037628587
271,0.01993858,0.025692336,0.0023634473
272,0.014907745,0.017878111,0.007739028
273,0.018780036,0.023245381,0.0031912432
274,0.017036544,0.021628445,0.004789829
275,0.020325748,0.019273074,0.0009927627
276,0.016993511,0.017814234,0.0053603114
277,0.017805269,0.021208005,0.0051500383
278,0.0110303,0.020075658,0.005304388
279,0.01947581,0.029523874,0.0056901844
280,0.011460477,0.028553978,0.006775895
281,0.01760433,0.015303928,0.010060914
282,0.014388826,0.022914516,0.0044165165
283,0.018295838,0.01910009,0.00959705
284,0.02079515,0.02092744,0.010652284
285,0.023124347,0.023197806,0.014281525
286,0.03728524,0.029116752,0.043248482
287,0.1084184,0.11089342,0.101402186
288,0.025976518,0.05155925,0.033256616
289,0.0176409,0.016645886,0.005678261
290,0.01666346,0.020108027,0.0053541665
291,0.020737942,0.024937646,0.012640292
292,0.011306397,0.025960164,0.003922546
293,0.017762583,0.021913942,0.0063104336
294,0.0154318195,0.021588165,0.002001238
295,0.01751327,0.022708196,0.007283314
296,0.020233149,0.02316818,0.0036658524
297,0.011582256,0.022645608,0.0061680484
298,0.01756008,0.022338772,0.0038666835
299,0.013619622,0.025793359,0.0051197656
300,0.012104108,0.02364323,0.0044483463
301,0.01681099,0.02493539,0.007892709
302,0.014318758,0.02423841,0.0036723854
303,0.020836327,0.021405777,0.0050464403
304,0.015808025,0.02176293,0.0015365448
305,0.015777165,0.025481358,0.006012951
306,0.020640487,0.020953605,0.0034002059
307,0.018062053,0.025306303,0.004914435
308,0.015213158,0.030832078,0.005624037
309,0.019564357,0.017847756,0.0059298207
310,0.024285113,0.02298971,0.008321805
311,0.019306406,0.02519582,0.0020505781
312,0.017865654,0.02409787,0.0060541164
313,0.018399054,0.022498036,0.00457352
314,0.015382738,0.023671418,0.0060944133
315,0.022855584,0.01992256,0.006444862
316,0.025235178,0.024213945,0.0044941898
317,0.017047498,0.027653517,0.003982352
318,0.01707019,0.019651083,0.012165005
319,0.01902418,0.023103938,0.008027919
320,0.022157101,0.02023933,0.01437801
321,0.022808956,0.022871926,0.0066895084
322,0.027053664,0.025087189,0.008214034
323,0.013878805,0.032243934,0.006995681
324,0.022998752,0.019727647,0.0060873083
325,0.021484748,0.024398314,0.010241624
326,0.026728643,0.021004628,0.0063483547
327,0.05081229,0.06318829,0.054980185
328,0.0050944174,0.04548099,0.018144151
329,0.023721734,0.04210948,0.017555121
330,0.03548381,0.013237212,0.010378926
331,0.022583952,0.017299764,0.01277485
332,0.016434735,0.029031849,0.020898951
333,0.01794939,0.033774648,0.010244458
334,0.020906178,0.023858376,0.009006273
335,0.017013296,0.02800967,0.010279702
336,0.02151615,0.025548372,0.0024604492
337,0.0147930905,0.029071385,0.009887614
338,0.017129011,0.05000423,0.019003637
339,0.021168485,0.031530913,0.011571238
340,0.019657794,0.028026052,0.0111565115
341,0.016946346,0.027596612,0.018812537
342,0.025015641,0.028044567,0.0113377785
343,0.027633728,0.03280034,0.016519736
344,0.02221978,0.032216426,0.01866241
345,0.02033805,0.027191048,0.017874822
346,0.019708062,0.030432234,0.020920552
347,0.032174353,0.037592433,0.019239223
348,0.03407265,0.038399614,0.011221765
349,0.039319467,0.05183976,0.0034635775
350,0.042292636,0.046454497,0.01184557
351,0.038546827,0.04862312,0.011655486
352,0.033574354,0.033955924,0.02360195
353,0.037150014,0.032039985,0.032655176
354,0.03188264,0.03840532,0.02364227
355,0.025630353,0.04093764,0.027618138
356,0.045471366,0.05814389,0.015293041
357,0.063750885,0.062274043,0.034865703
358,0.057842914,0.055607103,0.051529184
359,0.056150608,0.046475455,0.06019993
360,0.046005536,0.060243826,0.034841117
361,0.034252502,0.056829378,0.024691654
362,0.08886507,0.08929547,0.07893999
363,0.052768134,0.05181018,0.05895203
364,0.05520953,0.066853106,0.014118274
365,0.046110623,0.0680742,0.021553017
366,0.074460804,0.09152004,0.064034246
367,0.06174745,0.06456388,0.10236351
368,0.086565904,0.090488166,0.041476615
369,0.06579109,0.07010699,0.05909523
370,0.13732815,0.1642521,0.10880237
371,0.454546,0.4566883,0.47400424
372,0.45980284,0.4585383,0.5054885
373,0.15157355,0.15698208,0.17594026
374,0.3653024,0.39170194,0.33412957
375,0.2053725,0.22401448,0.20190428
376,0.24342878,0.2614811,0.20736851
377,0.77262163,0.817545,0.73143446
378,0.7203276,0.74745274,0.749564
379,0.047679577,0.065004,0.0668836
380,0.10779551,0.101731695,0.12447761
381,0.06477201,0.06654709,0.10623517
382,0.22735843,0.23683767,0.18169598
383,0.1768728,0.17445531,0.19729264
384,0.091238566,0.113467485,0.06878764
385,0.045770247,0.043496553,0.10265759
386,0.024920408,0.009629216,0.053745065
387,0.01608138,0.017904809,0.033627238
388,0.023118462,0.03929938,0.0752295
389,0.049564745,0.04821348,0.06803482
390,0.022615742,0.038912833,0.07715397
391,0.023795703,0.04257183,0.03228223
392,0.026761753,0.030338524,0.017167
393,0.005599099,0.004615756,0.034016795
394,0.013949207,0.010819833,0.037813827
395,0.013785231,0.006840806,0.036050178
396,0.027539931,0.017176317,0.029061845
397,0.011213558,0.018272609,0.02065017
398,0.034155402,0.034614813,0.011663517
399,0.015642,0.0033780294,0.018803125
400,0.013492981,0.014589423,0.022530219
401,0.010084346,0.012679933,0.02361837
402,0.016683726,0.019538159,0.039366733
403,0.00781891,0.004589069,0.025916232
404,0.010574621,0.00550564,0.031357702
405,0.010842307,0.0102858525,0.018609041
406,0.015162752,0.0019635463,0.030604122
407,0.019515937,0.01883813,0.018140953
408,0.0049439403,0.0069323224,0.018321937
409,0.0063744,0.008700476,0.025170121
410,0.011514043,0.014745974,0.01697095
411,0.012579148,0.0031693792,0.022748377
412,0.013202982,0.011763361,0.008634597
413,0.016314827,0.015303703,0.010882623
414,0.028307458,0.031550623,0.03281947
415,0.01158865,0.006410468,0.011305714
416,0.014958434,0.0022163335,0.036751095
417,0.019743253,0.012505075,0.032211486
418,0.012030207,0.011987825,0.02036785
419,0.031491224,0.03944928,0.016167922
420,0.0067946706,0.00740517,0.028303904
421,0.01130156,0.0073485873,0.028527312
422,0.021074178,0.012721785,0.027780825
423,0.0050168545,0.008118178,0.028267268
424,0.0023951754,0.015412651,0.023540245
425,0.009498103,0.012712474,0.01497633
426,0.0108436365,0.0108118765,0.025601674
427,0.014062527,0.017931443,0.016500263
428,0.008045333,0.009221435,0.019067746
429,0.010979552,0.0044701006,0.023640566
430,0.01585562,0.010774103,0.019866131
431,0.020455617,0.015556928,0.014013502
432,0.013329459,0.01650652,0.015573993
433,0.0076887594,0.017985802,0.024109218
434,0.011330206,0.012992618,0.016628234
435,0.0076993834,0.013033241,0.016147448
436,0.016120445,0.01735275,0.015392138
437,0.00794821,0.013257661,0.02265678
438,0.01396884,0.019514626,0.016310183
439,0.018776054,0.01409593,0.019667761
440,0.03662548,0.026916036,0.010361941
441,0.014011428,0.017719755,0.016078884
442,0.014204801,0.017641572,0.02019982
443,0.00736843,0.019321278,0.022465149
444,0.01994136,0.018465128,0.0127384635
445,0.01042071,0.02083271,0.022852207
446,0.01965893,0.009051502,0.008936772
447,0.014496451,0.0093242,0.015525235
448,0.019519437,0.0056019933,0.008961933
449,0.013104337,0.029452201,0.026180092
450,0.0028875284,0.01931512,0.017611917
451,0.00766013,0.016216472,0.017031794
452,0.007676745,0.016951518,0.018828819
453,0.0068825334,0.015816214,0.023620173
454,0.029857343,0.01895437,0.027324881
455,0.040833943,0.011223589,0.026112305
456,0.05439416,0.027468681,0.042341556
457,0.034199163,0.0020402803,0.0106243
458,0.0044847378,0.018896203,0.018849438
459,0.014023793,0.0120495055,0.013676808
460,0.009663733,0.014828942,0.021741029
461,0.012967867,0.01632175,0.013709599
462,0.0026867564,0.023741793,0.016795335
463,0.013936718,0.0133651225,0.015989138
464,0.014891191,0.014784178,0.024823675
465,0.011983373,0.017207187,0.02143715
466,0.0050087944,0.023706991,0.015161122
467,0.009633843,0.019015845,0.014625463
468,0.011665675,0.019602226,0.011323971
469,0.007695987,0.02007466,0.015298325
470,0.013757033,0.016060675,0.020743735
471,0.014739028,0.010733454,0.023853265
472,0.015416483,0.014824942,0.023140568
473,0.009453807,0.021494176,0.015439489
474,0.009302976,0.021682614,0.014859276
475,0.013087582,0.016790623,0.01718769
476,0.014342803,0.014805786,0.018722534
477,0.016699938,0.014169658,0.018554768
478,0.00932317,0.014790455,0.01505446
479,0.012995459,0.02862443,0.022113813
480,0.016452324,0.012815559,0.022356138
481,0.011429106,0.016201941,0.018952684
482,0.017712548,0.010980672,0.022075765
483,0.013161783,0.012867986,0.01847756
484,0.013335264,0.016949635,0.021218264
485,0.0131476745,0.016744617,0.018797174
486,0.015370514,0.0076615224,0.018054245
487,0.009293522,0.017681753,0.018666508
488,0.0119159045,0.020925315,0.022308053
489,0.015544632,0.01903189,0.024940927
490,0.014681051,0.021801192,0.023006085
491,0.008608692,0.020194724,0.017310288
492,0.010405015,0.017926544,0.017504076
493,0.022540841,0.029304232,0.030305807
494,0.01996008,0.02233101,0.020212809
495,0.023539642,0.030362394,0.019516334
496,0.0037947209,0.018806934,0.018179564
497,0.013686295,0.011654397,0.022760864
498,0.0076255035,0.0129099125,0.017201375
499,0.013774275,0.023700038,0.008297956
500,0.07103498,0.07448879,0.057576615
501,0.0071717952,0.02770357,0.034004748
502,0.020461297,0.024692765,0.008397818
503,0.0021695767,0.011366488,0.024386482
504,0.019945646,0.020278519,0.011433886
505,0.018880744,0.01396136,0.026183331
506,0.007639005,0.007084972,0.017531967
507,0.008091429,0.01923879,0.030752597
508,0.015603093,0.017756531,0.018284954
509,0.014962869,0.017507968,0.013590479
510,0.014451445,0.019075882,0.024543256
511,0.0014692297,0.0054061376,0.02930859
512,0.012917711,0.017787198,0.011862256
513,0.019553391,0.026338894,0.011582991
514,0.017516993,0.02301369,0.01771093
515,0.012804119,0.017752962,0.020612212
516,0.019724704,0.023827689,0.012867246
517,0.01657504,0.02035276,0.022670215
518,0.010989325,0.015710842,0.022130396
519,0.016146384,0.020995162,0.0187482
520,0.008756646,0.02015798,0.026023874
521,0.014837784,0.017247302,0.021936767
522,0.022625215,0.027437039,0.01675209
523,0.0174887,0.010331511,0.0318123
524,0.013947477,0.024714705,0.025617797
525,0.005431537,0.015581841,0.029764455
526,0.00077808544,0.014439404,0.033776265
527,0.01087329,0.025499498,0.032324705
528,0.0063916785,0.01303706,0.036645807
529,0.010930481,0.03294066,0.03854688
530,0.012670696,0.03455505,0.056618698
531,0.014076608,0.031384323,0.029607873
532,0.02870212,0.013627016,0.034318667
533,0.006058792,0.029680138,0.04595811
534,0.008682756,0.029533146,0.041461978
535,0.09376008,0.07422676,0.21214215
536,0.13875052,0.11881126,0.27314484
537,0.058724813,0.020106554,0.10785859
538,0.11768714,0.052635495,0.17590968
539,0.093916036,0.048192777,0.11720738
540,0.06864492,0.042756535,0.08529873
541,0.029234271,0.021931468,0.006501738
542,0.039859533,0.019204995,0.026205251
543,0.021858014,0.02354221,0.013176521
544,0.034383297,0.020020789,0.02445341
545,0.020139782,0.01700098,0.01627715
546,0.025248436,0.018201642,0.013080053
547,0.024217451,0.016597573,0.014603671
548,0.018626504,0.017296929,0.014165437
549,0.028251171,0.020216001,0.022332087
550,0.026158692,0.023209164,0.015466766
551,0.032521673,0.019872414,0.01757494
552,0.018879075,0.013270649,0.02000143
553,0.026304385,0.013938234,0.019760776
554,0.024229612,0.016449867,0.019939078
555,0.01950912,0.02391638,0.0088139465
556,0.023907632,0.019120548,0.015701987
557,0.023971062,0.019915536,0.008699706
558,0.027069245,0.020427441,0.01746595
559,0.025090989,0.023285046,0.019006426
560,0.015734723,0.01795548,0.008221216
561,0.017819846,0.0200052,0.014545152
562,0.021913351,0.019730296,0.015735095
563,0.028186847,0.022672474,0.017440954
564,0.025995005,0.010895126,0.017837396
565,0.028113117,0.02368712,0.025009317
566,0.018309053,0.030270187,0.012882966
567,0.016790025,0.025011383,0.016422788
568,0.016800568,0.023262018,0.017731933
569,0.020005623,0.021720808,0.01765611
570,0.018795228,0.020772012,0.018374594
571,0.018746357,0.018344918,0.012962043
572,0.02086852,0.019163687,0.013841481
573,0.01872573,0.016369712,0.011451223
574,0.020077474,0.025020987,0.019762935
575,0.034325417,0.01807962,0.01645802
576,0.016872643,0.027491663,0.022732308
577,0.026724124,0.018671557,0.018369567
578,0.022271087,0.020674407,0.026597258
579,0.022201397,0.03846147,0.034840133
580,0.063818626,0.09610127,0.059746347
581,0.3882091,0.39846358,0.35932326
582,0.07032947,0.10787676,0.07708127
583,0.017964255,0.039256167,0.011359169
584,0.02102756,0.02750021,0.018300341
585,0.02311715,0.018592084,0.020601304
586,0.01709589,0.022732524,0.013835523
587,0.016313422,0.024654532,0.014033804
588,0.016265582,0.033630263,0.015133276
589,0.025862461,0.026265787,0.020303996
590,0.016488446,0.019740874,0.015463584
591,0.019159123,0.019287657,0.013978342
592,0.022790385,0.0190688,0.019917462
593,0.01670222,0.028535526,0.019066386
594,0.020659044,0.017829062,0.017166974
595,0.024861721,0.020911355,0.018065374
596,0.018316576,0.023363825,0.01636847
597,0.021760412,0.023191879,0.013314701
598,0.020734282,0.024253124,0.016550146
599,0.020768784,0.018748075,0.01393727
600,0.02369838,0.02091034,0.022167537
601,0.016662676,0.022777138,0.018497806
602,0.016527662,0.024049569,0.020167528
603,0.019178784,0.021066934,0.023378067
604,0.022276994,0.020430602,0.01864931
605,0.021918299,0.023035463,0.017100655
606,0.020761171,0.023781538,0.018718552
607,0.018689478,0.022254327,0.02508657
608,0.02343808,0.02064987,0.020592317
609,0.02318932,0.029666398,0.020911999
610,0.023292983,0.024196463,0.021727003
611,0.018330766,0.02126604,0.017924549
612,0.017305,0.017363109,0.019549783
613,0.022997225,0.023280837,0.016978377
614,0.018685276,0.02443117,0.019896388
615,0.018856095,0.019152045,0.023949286
616,0.018170368,0.023113247,0.022493495
617,0.019000106,0.022458808,0.023495024
618,0.024302874,0.023959706,0.019365981
619,0.021098757,0.023905715,0.022346465
620,0.019599264,0.026407791,0.022986889
621,0.024018837,0.02803563,0.023317207
622,0.021262107,0.023928758,0.019654438
623,0.020959478,0.019102037,0.021107025
624,0.021951495,0.024747206,0.025813414
625,0.025206571,0.025244819,0.020168008
626,0.017271696,0.030684253,0.036055006
627,0.025269603,0.02134899,0.023902576
628,0.02551622,0.026816655,0.026414663
629,0.0244088,0.022915194,0.025622442
630,0.030346557,0.029964197,0.024468774
631,0.028720815,0.02967224,0.036396094
632,0.013293872,0.031804204,0.024578813
633,0.017721605,0.01970166,0.018573936
634,0.02206731,0.020041626,0.019212885
635,0.02486716,0.023074104,0.024036083
636,0.021445042,0.020792726,0.02257592
637,0.021359425,0.022300085,0.025196241
638,0.021860553,0.022138624,0.025212975
639,0.021834875,0.027683973,0.021735366
640,0.0226892,0.025703466,0.031827327
641,0.022514693,0.028196502,0.033066966
642,0.017800074,0.019260893,0.028401928
643,0.026158003,0.023902876,0.028942777
644,0.02963191,0.024253564,0.029748552
645,0.0333091,0.021589791,0.027933626
646,0.025703263,0.022783764,0.039824933
647,0.025128555,0.026233729,0.03196207
648,0.030690813,0.028455293,0.020291073
649,0.02313678,0.010409412,0.021002581
650,0.021839878,0.024049673,0.031144204
651,0.02169588,0.022286337,0.041249674
652,0.013294259,0.025333434,0.034162253
653,0.029799424,0.019165358,0.022884507
654,0.04535754,0.019737208,0.04991983
655,0.021437297,0.03384732,0.06006434
656,0.036944278,0.029143415,0.053001855
657,0.05451429,0.0796389,0.084483296
658,0.088302,0.041544676,0.063472
659,0.08434648,0.06548537,0.108059555
660,0.20217109,0.20040336,0.23131968
661,0.4688593,0.471868,0.4597798
662,2.572181,2.5666397,2.4249954
663,0.51469,0.58277464,0.51426667
664,0.12126972,0.14168301,0.10458491
665,0.030267142,0.062442828,0.019145016
666,0.03871797,0.038830977,0.045150016
667,0.09233394,0.119913146,0.06967272
668,0.03230996,0.03919139,0.013770484
669,0.02465771,0.08703197,0.023685727
670,0.025882477,0.035082772,0.016058981
671,0.007295189,0.04650288,0.009241037
672,0.03655864,0.038643766,0.012873468
673,0.023999054,0.048374157,0.008170108
674,0.031465977,0.02579185,0.0030981407
675,0.013191,0.030539086,0.0034433496
676,0.036913715,0.044404373,0.008887792
677,0.029372495,0.048294656,0.008298621
678,0.033588547,0.053805124,0.015401607
679,0.035729643,0.03412772,0.013818308
680,0.035326734,0.040668916,0.020192437
681,0.018015359,0.046567652,0.018616227
682,0.02372164,0.021885403,0.026702054
683,0.023136852,0.05178955,0.02138165
684,0.030807845,0.032313704,0.017511938
685,0.02950955,0.040439118,0.022297533
686,0.028689908,0.041715484,0.020687075
687,0.049132295,0.030857192,0.025012413
688,0.033409357,0.007731914,0.04277947
689,0.08662075,0.07745232,0.035292912
690,0.038963716,0.067464426,0.053270184
691,0.031055639,0.049444508,0.018036118
692,0.043587588,0.05419379,0.00616998
693,0.038559776,0.015542294,0.06561922
694,0.1253578,0.13040864,0.07402535
695,0.054941334,0.07254212,0.023705866
696,0.08699424,0.10990119,0.05126592
697,0.047766462,0.04510333,0.056652717
698,0.058333013,0.07887895,0.03368448
699,0.03058442,0.051186707,0.032062076
700,0.036955148,0.05494088,0.012086854
701,0.05615297,0.054557692,0.0603138
702,0.05756238,0.06875668,0.014555554
703,0.10782707,0.10171294,0.0960546
704,0.09360181,0.070213616,0.11957845
705,0.025699446,0.05054466,0.11407655
706,0.049427032,0.04352293,0.04210104
707,0.03661285,0.055573694,0.024051841
708,0.01772709,0.03721436,0.039011844
709,0.0059950724,0.017567156,0.032458704
710,0.020428957,0.012080321,0.03239688
711,0.035797484,0.04080067,0.008824778
712,0.019960813,0.03387544,0.028306866
713,0.008228344,0.03405845,0.041934967
714,0.0086645745,0.01995936,0.025331667
715,0.020399252,0.02977018,0.020896746
716,0.02087354,0.04048768,0.03184907
717,0.014121751,0.035899725,0.029546317
718,0.013155275,0.025410708,0.021081243
719,0.02401272,0.020492341,0.013389075
720,0.029220603,0.032792814,0.023383252
721,0.031064926,0.035014197,0.023847718
722,0.022760957,0.03853509,0.02791265
723,0.020158127,0.0315886,0.01938414
724,0.018844407,0.033052508,0.023448711
725,0.02396526,0.027263964,0.020085402
726,0.021603655,0.033636548,0.021278003
727,0.023464683,0.033612642,0.026450034
728,0.024130685,0.02952585,0.023237498
729,0.028937526,0.030532604,0.027643878
730,0.022359826,0.03663862,0.026423398
731,0.023620624,0.03937486,0.027380656
732,0.021069031,0.034807917,0.026013792
733,0.020515911,0.034705076,0.024508972
734,0.025147703,0.03348759,0.024645682
735,0.023538401,0.037820477,0.035072796
736,0.020670248,0.04204527,0.0248833
737,0.022603087,0.041522395,0.030184451
738,0.015892314,0.043509476,0.02647222
739,0.024883835,0.040290777,0.034121852
740,0.0227042,0.04141821,0.033049718
741,0.017755352,0.047458526,0.033681683
742,0.053683355,0.074949116,0.03626042
743,0.1721911,0.17777726,0.15850106
744,0.20752873,0.23805286,0.18101087
745,0.27336782,0.22063059,0.24553178
746,0.12584133,0.109146126,0.09885932
747,0.06822596,0.070817366,0.04611038
748,0.05343496,0.05405501,0.030673733
749,0.059346426,0.045807026,0.035982467
750,0.040725507,0.037455,0.0329218
751,0.040720288,0.0328779,0.031732902
